brand,name,old_price,old_price_cents,new_price,new_price_cents,reviews_rating_number,reviews_amount
PEGADA,Sapatênis Pegada Masculino Estiloso Confortável Microfibra,199,99,19,61,4.7,(60)
,Kit 3 Pares Tênis Feminino Casual Academia Viagem Dia A Dia,449,90,170,96,4.8,(33)
,Kit Tenis Feminino + Relogio Academia Corrida Treino Leve,115,28,59,94,4.6,(69)
ASICS,Tênis Asics Gel-game 9 Feminino,499,99,349,99,4.7,(6)
MOLECA,Tenis Casual Conforto Lançamento Moleca,99,90,59,94,4.9,(118)
SLZ,Sapatenis Masculino Sintético Casual Moda Promoção,99,90,33,30,,
POLOFRAN,Kit Tênis Masculino Sapatênis Casual Polo Fran + Chinelo,78,90,49,70,,
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,Bota De Treino Fitness Academia Cano Alto Drop Zero,309,90,275,81,4.3,(35)
MOLECA,Tênis Moleca Feminino Casual Confortável Desfiado Original,139,99,62,99,5.0,(35)
,Kit 3 Tênis Academia Treino Feminino Fitness Promoção,189,90,165,21,4.7,(16)
DIX,Tênis Feminino Academia Caminhada Leve Promoção Menina ,69,90,66,40,4.5,(925)
REEBOK,Tênis Reebok Nanoflex Tr V2 Masculino,599,90,359,94,4.8,(90)
SW,Tenis Masculino Polo Kit Fone + Relógio Inteligente Celular,159,80,31,,4.3,(3)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
,Combo 3 Sapatênis  Macio Zíper Calce Facil Conforto Leve,259,90,187,12,4.6,(179)
GALAXY,Tênis Feminino Branco Lançamento Original Macio,59,90,5,87,4.6,(127)
KOLOSH,Tênis Kolosh Feminino Casual Elegante Com Elástico Original,179,90,158,31,4.8,(113)
VIZZANO,Tênis Casual Street Flatform Vizzano Feminino,135,23,119,67,5.0,(2)
PEGADA,Tênis  Pegada Feminino Em Couro Original,249,90,174,93,4.9,(14)
,Tênis Masculino Academia Rixxon Leve Promoção Barato ,94,10,56,46,4.5,(895)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
OLYMPIKUS,Olympikus Treino Alfa 2 Feminino Adultos 43767256,199,99,114,99,4.8,(2776)
SAYMON,Tênis Masculino Esportivo Academia Ultra Leve Original Olimp,93,10,85,65,4.3,(1156)
OLLIE,Tênis Ollie Monster 3 Camurça Masculino,140,90,13,81,,
ASICS,Tênis Asics Carbono Original Academia Caminhada Treino,466,80,139,95,4.8,(14)
FILA,Fila Lugano 7.0 Masculino Adultos,268,50,33,,4.7,(128)
,Tênis Cano Alto Masculino Casual Confort Botinha Promoção,78,99,26,33,,
VIZZANO,Tênis Casual Confortável Novidade Vizzano,99,89,78,91,4.8,(1267)
MODARE,Tênis Modare Ultra Conforto Ortopédico Esporão Confortável,159,90,15,68,4.7,(15)
ÖUS,Tênis Ous Imigrante Preto Notorio Essencial 350001-91 C/nf,389,04,38,,5.0,(3)
MIZUNO,Mizuno Cool Ride Masculino Adultos,349,90,325,40,4.8,(1015)
,Tênis Infantil Casual Lulu Botinha Menina Glitter,78,90,59,90,4.8,(326)
,Tênis Sneaker Casual Confortável Leve Skatista Dia Masculino,149,99,109,49,4.7,(218)
SCHUTZ,Schutz Tênis St-001 Branco Brilho,590,30,513,33,4.8,(31)
GIGIL,Tenis Casual Feminino Design Retrocore Original Moda Gigil,78,99,7,74,4.7,(683)
VIZZANO,Tênis Feminino Casual Estilo Tendência Urbano Original,189,93,18,62,4.9,(9)
MODARE,Tênis Modare Ortopédico Mulher Esporão E Facite Original,157,90,110,53,4.9,(83)
VIZZANO,Tênis Vizzano Casual Feminino  Pelica Camurção Confortável,179,90,17,64,5.0,(8)
SAPATOFRAN,Tênis Sapatenis Masculino Casual Skatista Costurado Confort,74,90,43,44,3.6,(5)
,Tenis Feminino Preto Para Academia E Caminhada 34 Ao 40,67,84,22,61,,
VANS,Tênis Vans Old School Knu - Unissex - Todos Os Tamanhos,397,79,147,18,4.7,(7)
AMANNER,Tênis Casual Masculino Branco Sola Alta Confortável Estiloso,78,99,26,33,4.5,(4)
SCHUTZ,Schutz Tênis Logomania Couro Branco,550,50,478,85,5.0,(7)
MOLECA,Tênis Feminino Moleca Costura Casual Moda Atual Confortável,98,99,9,70,5.0,(1)
,Sapatilha Hibrido Neoprene Água Jet-sky Cachoeira Surf Tênis,98,99,59,39,4.6,(222)
UZZE SPORT,Tênis Meia Slip On Feminino Masculino Academia Caminhada,45,99,4,51,4.6,(2877)
POLOFRAN,Kit 3 Pares Tênis Polo Fran Masculino Casual + Brindes,99,99,94,99,3.0,(3)
,Tênis Masculino Olympikus Beats Esportivo Original,310,49,279,44,4.8,(84)
,Kit 2 Tênis Feminino Academia Corrida Ultrabone Preto Rosa,189,90,142,42,,
,Tênis Masculino Numeração Especial Até O 48 Hot Sol Academia,115,31,11,30,4.8,(200)
ACTVITTA,Tênis Feminino Calce Facil Confortável Actvitta Beira Rio,71,90,7,05,4.6,(150)
,Kit Combo 2 Pares Tenis Feminino Casual One Star Sapatênis,129,90,123,40,4.1,(636)
CONVERSE,Tênis Converse All Star Plataforma Original Feminino Adulto.,368,90,36,89,4.9,(176)
MONSEG,Tênis Antiderrapante Profissional Cozinha Hospital Com C.a,72,79,43,68,4.2,(25)
VIZZANO,Tênis Casual Flatform Linho Ouro Vizzano Lançamento 1389.120,189,95,170,95,4.8,(17)
,Kit 2 Tênis Feminino Básico Casual Social Confortável +bolsa,147,90,137,54,,
DAMANNU SHOES,Tênis Feminino Casual Flatform Facil Colocar Conforto Damanu,249,90,199,92,4.7,(74)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
REDLEY,Tênis Redley Id Cano Baixo Cadarço Flat Premium Urbano Skate,299,90,269,91,4.9,(16)
OLDSEN,Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,78,97,7,74,4.4,(3271)
COMPANY,Tênis Feminino Plataforma Casual Blogueira Confortável,78,61,74,67,4.6,(87)
MOLECA,Tênis Moleca Lona  Casual Feminino,139,99,83,99,4.7,(59)
,Tenis Casual Feminino Confortável Kit Meia Lupo Original,119,67,39,,5.0,(1)
OLYMPIKUS,Tênis Olympikus Feminino Casual Sem Cadarço Calce Fácil,199,90,179,91,4.8,(455)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
,Tenis Sapatenis Masculino Sapato Polo Way Casual Envio Ja ,78,90,7,73,4.6,(1190)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
,Tenis Feminino Esportivo Sapato Confortável Promoção Barato.,69,90,59,41,4.7,(324)
VIA MARTE,Tênis Feminino Via Marte Confortável Original Leve Preto,239,90,179,92,4.9,(91)
OLYMPIKUS,Tênis Feminino Adulto Olympikus Atmos Super Leve Confortável,189,99,170,99,4.6,(335)
KOLOSH,Tênis Kolosh Feminino Casual Sapatênis Elástico C3266,177,95,17,45,4.8,(252)
UNDER ARMOUR,Under Armour Bankshot Masculino Adultos,599,99,269,99,4.8,(125)
ADIDAS,Tênis Masculino Courtblock Cabedal adidas *oferta*,699,99,253,99,4.8,(575)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
SOFT WORKS,Tenis Soft Works Bb80 Sapato Cozinha Hospital Enfermagem,133,05,113,08,4.8,(1081)
MODARE,Tênis Modare Ultra Conforto Ortopédico Esporão Confortável,201,72,119,99,4.7,(749)
DEMOCRATA,Democrata Tênis Feminino Drake Pulse Off White,429,90,42,99,4.9,(12)
KOLOSH,Tênis Kolosh C3013 Calce Fácil,199,90,181,90,4.8,(74)
,Sapatenis Couro Legítimo Casual Zíper Palmilha Gel Conforto,188,50,145,14,,
VIZZANO,Tênis Feminino Casual Estilo Moda Conforto Original,159,93,15,68,4.8,(25)
FXB,Kit 2 Pares Tenis Feminina Casual Fxb Mulher Leve Conforto ,154,99,15,19,4.8,(156)
ADIDAS,adidas Lite Racer 4.0 Feminino Adultos,299,99,216,09,5.0,(9)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Ortopédico,102,70,34,23,4.7,(1450)
PLAZA,Kit 2 Tênis Masculino Esportivo Casual Plaza Neo Original ,139,90,13,71,4.3,(129)
RAMARIM,Tênis Feminino Ramarim Sneaker Casual Platform Original,209,90,109,50,4.8,(570)
,Kit Tenis Caminhada Leve + Fone De Ouvido + Relogio,142,90,114,32,5.0,(1)
,Kit Tênis Feminino + Relógio Academia Corrida Leve Macio Top,59,99,50,99,,
GALAXY,Kit 2 Pares Tênis Feminino Corrida Treino Pronta Entrega,129,90,12,73,4.6,(885)
OLYMPIKUS,Olympikus Casual Angel 3 Feminino Adultos,189,99,131,99,4.8,(884)
URBANO,Tênis Feminino Vizzano Branco Clássico 1214.1055,119,90,11,75,4.8,(38)
,Kit Sapatenis Masculino Casual Básico C/ Relógio Ponteiro,149,90,121,41,5.0,(1)
OLYMPIKUS,Tênis Feminino Atmos Olympikus *oferta*,179,99,121,99,4.7,(1650)
PEGADA,Sapatênis Pegada Nobuck Masculino Cinza Charmoso,269,90,26,39,,
ULTRABONE,Tenis Unissex Academia Ultrabone Balance Verde,44,90,4,40,4.6,(8)
,Sapatênis Masculino Em Couro Legitimo Kit Com Relógio,78,90,74,95,4.0,(4)
,Tênis Olymp Kit 3 Pares Lançamento Mega Promoção Super Top!!,199,90,33,32,4.4,(1147)
OLYMPIKUS,Tênis Olympikus Masculino Jogging 100 Preto Casual,239,99,23,53,,
SANTA LOLLA,Slip On Platforma Santa Lolla Camurça Preto Original,199,90,33,32,5.0,(1)
OLYMPIKUS,Tênis Olympikus Flutua Feminino Preto Original,215,99,165,45,4.7,(6)
,Sapatilha Nautica Hibrida Canoagem Pedal Pesca Lançamento,53,67,17,,4.7,(107)
VIA MARTE,Tenis Via Marte Feminino Branco Casual Nobuck Original,289,95,217,46,4.7,(225)
STAR FOX,Kit 2 Pares Sapatenis Masculino Zíper Elástico Bom Preço,139,90,121,41,4.5,(4369)
KOLOSH,Tenis Feminino Kolosh Confortável Ortopédico Esporão,249,90,174,93,4.8,(126)
OLYMPIKUS,Olympikus CORRIDA Voa 2 Masculino Adultos,299,99,254,99,4.8,(818)
BF SHOES,Tênis Casual Masculino Lançamento Bf Shoes,105,20,78,90,4.6,(375)
MOLECA,Tênis Feminino Moleca Casual Clássico 5296.510,77,90,55,10,4.9,(9)
,Kit 3 Pares Tênis Sapato Polo Energy Sapatenis Masculino Top,209,90,199,40,4.5,(1382)
MODARE,Sapato Feminino Tênis Ortopédico Esporão E Facite Original,115,40,11,31,4.7,(132)
,Sapatenis Masculino Jetta Conforto Difranca - 3025 - Branco,289,90,32,21,,
OLYMPIKUS,Olympikus Casual Nyx Feminino Adultos,189,99,129,65,4.7,(1188)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
,Kit Tênis Masculino Esporte Fino Casual + Carteira Relogio,139,90,118,91,4.3,(134)
MOLECA,Tênis Feminino Moleca Casual Sapatênis Original Caminhada,78,30,7,68,4.8,(293)
MODARE,Tênis Feminino Modare Zíper Confortável Ortopédico Casual,149,49,119,59,4.7,(321)
,Tênis Esportivo Feminino Academia Running + Fone Sem Fio,109,90,99,90,4.5,(169)
BEIRA RIO,Sapato Beira Rio Mulher Macio Consultório Escritório 4205123,78,99,67,14,4.5,(528)
,Tênis Esportivo Ultrabr,89,90,29,97,,
VIA MARTE,Tênis Feminino Branco Via Marte Confortável Casual,244,90,186,12,4.8,(90)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
FILA,Tênis Fila Street Fit Feminino Urbano Retrô Streetwear,349,99,300,99,4.5,(25)
,Kit 2 Pares Tênis Esportivo Ortopédico + Relógio Digital,189,90,159,51,4.7,(506)
ARTORO,Kit 2 Tênis Casual Masculino Snaker Oversized Sola Alta,179,99,156,59,4.6,(127)
,Tênis Esportivo Masculino Feminino Academia Macio Novo Leve,129,90,32,48,4.3,(11)
ADIDAS,Tênis adidas Grand Court Base 2.0 Masculino Casual,299,90,272,80,5.0,(48)
POLO,Tenis Slip On Masculino Pai E Filho Sapatenis Varias Cores,99,99,69,99,4.6,(138)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
LA ROCHE,Sapatenis Street Em Couro Neve - Ref .05606-3051,129,90,32,48,5.0,(3)
OLDSEN,Tenis Masculino Lançamento Original Confortavel Tecido 38-45,78,95,55,26,4.3,(657)
KOLOSH,Sapatenis Tênis Kolosh Feminino Casual Calce Fácil Conforto ,189,90,178,50,4.9,(48)
DEMOCRATA,Tenis Democrata Denim Brad Ultra Light Masculino Couro,369,95,349,90,5.0,(8)
VIA MARTE,Tênis Feminino  Via Marte Sola Alta Fashion 21-778,249,99,24,51,4.9,(52)
,Sapatênis Masculino Confortável Sintético Sola Baixa,78,90,63,90,4.0,(4)
MORMAII,Tenis Mormaii Urban Free  Juvenil / Skate / Unissex Original,169,99,156,39,4.5,(2)
OLYMPIKUS,Tênis Olympikus Masculino Proof 3/114 - Original,199,99,33,33,5.0,(4)
RAFARILLO,Sapatenis Masculino Couro Rafarillo Altura Fly Alth 58051,269,90,256,40,4.7,(21)
STILLUS,Kit 2 Pares Tênis Meia Gola Alta Masculino Stillus Confort,199,90,117,94,4.6,(159)
TAYGRA,Tênis Taygra Preto Novo Urbano Para Dança Unissex Com Brinde,264,72,33,09,5.0,(4)
MIZUNO,Mizuno Wave Vitality 4 Masculino Adultos,229,99,32,86,4.8,(316)
,Tênis Old Casual Street Oadsey Feminino/masculino,89,90,29,97,4.6,(923)
SHELTER,Tênis Feminino Couro Shelter Colorido Cano Alto Elegante,559,90,55,,5.0,(1)
,Sapatênis Tênis Masculino Cinza Bali Casual Passeio Festa,39,99,13,33,,
CONVERSE,Tenis Casual All Star Branco/marinho Ct00010001 Original,269,80,33,72,4.8,(421)
GIGIL,Tenis Retro Casual Feminino Flat Recortes Original Gigil,78,99,7,74,4.7,(173)
TITANIUM,Tênis Sapatênis Masculino Tratorado Premium Novo Original 1f,329,99,32,27,,
DEMOCRATA,Democrata Tênis Feminino Drake Pulse Branco,379,90,37,99,5.0,(22)
ÖUS,Tênis Ous Imigrante Serie X Chantilly Dijon Essencial Preto,377,70,37,,,
VIZZANO,Tênis Feminino Casual Vizzano,141,25,105,93,4.7,(60)
,Kit 3 Pares Tênis Masculino Sport Academia Corrida Ultrabone,219,90,186,91,,
VIZZANO,Tenis Vizzano Casual Camurca Ref 1430.102.16507,137,81,111,62,4.9,(61)
,Tênis Tofanin Sapatilha Boxe Impulse Masculino/feminino,299,90,284,90,5.0,(28)
FILA,Tênis Fila Masculino Confortável Progress Lite ,309,80,278,82,4.6,(73)
VIA MARTE,Tenis Feminino Slip Casual Via Marte Original Comfortável,179,99,36,,4.7,(159)
ESTILO SHOES,Tenis Feminino Casual Sapatenis Feminino Original Promoção ,109,90,89,01,4.6,(1111)
PUMA,Puma Smash V2 L Masculino Adultos,349,99,248,49,4.8,(39)
ADIDAS,Tênis Daily 4 0 Masculino adidas *oferta*,399,99,327,99,4.8,(33)
OLYMPIKUS,Tênis Olympikus Diffuse 5 Esportivo Original,300,,270,,4.8,(147)
,Tênis Masculino Olympik Casual Esportivo Ultraleve Corrida,299,99,110,99,4.4,(7)
,Sapatênis Tênis Masculino Couro Legítimo Casual Palmilha Gel,145,25,36,,4.4,(44)
,Tênis De Artista Lv Muito Barato Famosos Exclusivos !!,279,99,31,11,,
VIZZANO,Tênis Casual Conforto Vizzano Flatform Branco Original,135,23,113,99,4.8,(39)
OLYMPIKUS,Tênis Olympikus Volta,329,90,32,,,
SKALVIN,Tênis Sapatênis Masculino Plataforma Sola Alta Sneaker,114,90,11,26,4.4,(124)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
NYC,Tenis Casual Feminino Masculino Force Original Promoção Ful,99,90,68,93,4.2,(317)
ADIDAS,Tênis Feminino X_plr Path adidas,899,99,307,99,4.7,(41)
OLYMPIKUS,Tênis Olympikus Feminino Easy 2 Marinho Casual Conforto,204,99,20,10,,
MIZUNO,Tênis Mizuno Wave Nirvana 9 Academia Caminhada Leve Promoção,299,90,200,93,4.5,(312)
HOCKS,Tênis De Skatista Hocks Montreal Preto Black Níquel Original,299,99,33,33,5.0,(15)
MOLECA,Tênis Feminino Moleca Casual Confortável Moda Lançamento,114,90,72,90,4.8,(97)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
OLYMPIKUS,Olympikus Quadra BR1 Sem gênero Adultos,499,90,374,95,4.8,(74)
OLYMPIKUS,Tênis Feminino Ultraleve 156g Slip On Olympikus,229,99,178,99,4.8,(339)
UNDER ARMOUR,Tênis De Corrida Under Armour Charged quicker,399,90,267,93,5.0,(1)
,Sapato Feminino Tenis Anti-impacto Ortopédico Esporão/facite,99,90,86,91,4.0,(1)
OLYMPIKUS,Tênis Feminino Olympikus Easy 2,219,19,153,43,4.8,(40)
,Kit 2 Tenis Corrida Masculino Ortopédico Academia+relógio,169,90,118,93,5.0,(2)
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
,Sapatênis Tênis Slip-on Masculino Bardone Calce Fácil,139,90,107,91,4.7,(2231)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
PEGADA,Tênis Casual Masculino 172103-01 Com Calce Fácil Pegada,199,90,165,99,5.0,(11)
,Kit Sapatenis Preto Casual Mais Fone De Ouvido Bluetooh,139,90,34,98,,
QIX,Tênis Qix Sunset Vulcanizado Preto Preto,219,99,31,43,4.8,(16)
SAPATOFRAN,Tênis Masculino Preto Leve Jogging Jogger Original + Brindes,115,31,11,30,4.3,(2532)
,Tenis Casual Branco Star Feminino Original Confortável All,99,90,9,79,4.8,(35)
DEMOCRATA,Democrata Tênis Feminino Block Branco/bege,299,90,33,32,4.6,(46)
OLYMPIKUS,Tênis Olympikus Apolis Feminino Esporte Corrida Caminhada,298,21,178,92,4.5,(58)
OLYMPIKUS,Tênis Masculino Olympikus Diffuse Amortecedor Corrida,319,15,271,13,4.7,(29)
,Tenis Esportivo Feminino Macio Leve Ortopedico Academia Kit,119,90,11,75,,
OLYMPIKUS,Olympikus Eros Masculino Adultos,284,15,170,49,4.8,(2507)
USAFLEX,Tênis Moda Feminino Casual Usaflex Slip On Muito Confortavel,319,99,239,99,5.0,(1)
MIZUNO,Tênis Unissex Mizuno Inspire 6 Masculino E Feminino Outfit,333,11,203,19,4.5,(122)
,Tenis Masculino Sapatenis Polo Feet Sapato Casual Promoção,99,90,59,94,4.7,(195)
ANACAPRI,Tênis Anacapri Feminino Cano Baixo Solado Reto Urbano,159,99,126,39,4.8,(21)
DIX,Tênis Feminino Academia - Kit 3 Tênis Super Confortáveis,184,90,175,65,4.6,(1248)
,Kit Tênis Masculino Academia Esportivo + Relógio + Óculos,99,90,89,91,,
NEW BALANCE,Tênis Casual New Balance 550 Lifestyle Comfort Masculino,799,99,639,99,,
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Sapatenis Casual,199,90,169,91,4.7,(1548)
MOLECA,Tenis Casual Conforto Lançamento Moleca,139,89,58,75,4.8,(116)
,Tenis Casual Lender Shoes Couro Legítimo Aumenta Altura,226,80,180,13,4.7,(21)
VIZZANO,Tenis Vizzano Casual Plataforma Feminino Conforto Macio,189,95,147,90,4.9,(105)
CONVERSE,Tênis Feminino All Star Plataforma Original Varias Cores,249,97,31,25,4.7,(34)
SKECHERS,Tenis Skechers Go Walk Flex,339,40,33,19,,
ATRON SHOES,Tênis Pilotagem Moto Motociclista Atron Shoes De Couro,378,90,37,89,4.7,(68)
,Kit Tênis Masculino Sapatenis Casual Schuhstore,89,90,29,97,,
SANTA LOLLA,Tenis Slip On Santa Lolla Feminino Lona Smash Confortavel,279,90,191,90,4.7,(17)
OLYMPIKUS,Olympikus CORRIDA Swift 4 Feminino Adultos,266,99,171,86,4.8,(1818)
,Sapatilha Aquática P/ Pescaria Trilha E Aventuras Promoção ,78,99,43,44,4.7,(98)
,Tenis Caminhada Tryd 8800 Academia Corrida Confortavel Macio,99,99,38,99,4.7,(264)
WAVES,Kit 2 Pares Tênis Esportivo Masculino Wave Creation 20 Promo,149,90,14,70,4.5,(243)
VIZZANO,Tênis Feminino Casual Monocolor Moda Conforto E Estilo,112,99,11,08,4.8,(161)
DIX,Tênis Masculino Academia Caminhada Casula Promoção Barato,78,90,74,95,4.5,(3134)
,Sapatenis Tenis Casual Masculino Tamanho 36 Ao 46 Kit-2 Par,79,74,7,,4.1,(36)
OLYMPIKUS,Tenis Olympikus Masculino Wellness Eleva Esportivo Original,259,95,215,75,4.9,(53)
OLYMPIKUS,Tênis Olympikus Index 3 Confortável Leve Macio - Masculino,189,99,159,59,4.7,(231)
QIX,Tênis Qix Bird Skatista Skate Streetwear Branco Original,199,90,19,60,4.8,(114)
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
,Kit Tênis Masculino Esporte Fino Casual + Carteira Relogio,139,90,118,91,4.3,(134)
,Tênis Feminino Ortopédico Caminhada Academia + Relógio,119,90,77,93,4.6,(7313)
OLYMPIKUS,Tênis Casual Feminino Nyx Pêssego Olympikus Novidade,189,99,146,99,4.8,(205)
MODARE,Sapato Feminino Tênis Ortopédico Esporão E Facite Original,129,99,98,79,4.5,(53)
ARTORO,Kit Tênis Iate Couro Legítimo Slip On Polo Casual,350,62,245,,4.8,(66)
,Tênis Knu Skool Lançamento,199,90,33,32,5.0,(3)
OLYMPIKUS,Tênis Feminino P/ Treinos Atmos Evasense Olympikus *oferta*,179,99,121,99,4.7,(230)
ROVETTO,Sapatênis Masculino Casual Cano Alto Zíper Lateral Rovetto,159,89,127,91,4.6,(1958)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
ADIDAS,Tênis Ultimashow 2.0 adidas,349,99,223,09,4.8,(377)
STAR FOX,Kit 3 Pares Sapatênis Masculino Ziper E Elastico Confortável,179,90,165,50,4.5,(472)
,Kit 3 Tênis Masculino Para Academia Caminhada Dia A Dia Leve,210,90,185,59,,
POLO JOY,Tenis Meia Polo Joy Masculino Caminhada Original Confortavel,129,99,122,19,4.8,(134)
PLUMAX,Tênis Plumax 300 Futsal Escolar Masculino Barato Promoção ,109,90,90,11,4.7,(676)
OLIMPAK,Tênis Masculino Olimpak Para Academia Caminhada Original,99,90,9,79,4.5,(2608)
OLLIE,Tênis Ollie Street Cyclone Masculino Branco,129,25,32,,4.3,(6)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
OLDSEN,Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax ,78,99,72,06,4.2,(229)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
MDS,Tênis Leve Tendência Feminino Moda Top Confortável Promoção,59,99,50,99,4.3,(396)
,Tênis Masculino Feminino Cano Baixo Macio Casual Em Promoção,129,33,99,11,4.4,(57)
UNDER ARMOUR,Tênis Charged Quicker Under Armour - Original,399,99,323,99,4.8,(109)
SKECHERS,Tênis Masculino Garza Reardon Skechers *oferta*,479,99,290,29,5.0,(3)
MORMAII,Tênis Mormaii Adulto Casual Masculino Skate Original,179,90,17,64,5.0,(1)
UNDER ARMOUR,Tênis Under Armour Quicker Charged Masculino Branco Adulto,499,99,289,99,4.9,(170)
SKECHERS,Tênis Skechers Masculino Skechers Gyor Go Walk 7,549,99,461,99,,
SKECHERS,Tênis Skechers Go Walk Joy Feminino Caminhada,329,90,169,78,4.9,(45)
OLYMPIKUS,Tênis Olympikus Nyx Feminino Original,209,99,143,26,4.8,(400)
,"Sport Shoes Respirável Leve ,esportes,caminhada,casual",174,65,17,12,4.7,(27)
MOLECA,Tênis Sapato Moleca Feminino Casual Básico Mulher Tendência,78,90,48,91,4.7,(424)
VIZZANO,Tênis Baixinho Feminino Casual Vizzano Básico Macio Cores,192,97,32,16,4.9,(35)
,Tênis Com Velcro Branco Suzy Feminino,189,90,31,65,4.7,(15)
HOCKS,Tênis Hocks Skate Pop Lite Classic Black Preto Original ,332,90,33,29,4.7,(64)
,Sapatênis Masculino Couro Legítimo Elegancia E Sotisficado,120,55,11,82,4.6,(19)
CONVERSE,Tênis All Star Plataforma Areia Bege Creme Feminino Original,249,90,31,24,4.6,(140)
FILA,Tênis Fila Efecto Preto Treino Academia - Feminino,299,99,209,99,4.8,(125)
MOLECA,Tênis Sapatênis Casual Feminino Lançamento 100% Original,132,99,123,68,4.8,(661)
,Tênis P/ Academia Caminhada Confortável Esportivo Competição,349,13,34,,4.9,(36)
VIZZANO,Tênis Feminino Casual Original Básico Confort Flat Vizzano,93,79,9,19,5.0,(6)
OLYMPIKUS,Tênis Olympikus Feminino Easy 2 Preto Branco Casual Conforto,199,99,19,61,,
VIA MARTE,Tenis Feminino Via Marte Slip On Flatform,159,99,32,,5.0,(21)
MOLECA,Tênis Feminino Casual Conforto Urbano Moda Passeio Original,78,88,67,04,4.8,(67)
,Botinha Masculino  Casual Ziper Calce Facil Conforto Passeio,93,02,85,57,4.6,(46)
ABUZZE,Tênis Masculino Force Full,139,90,125,91,,
MIZUNO,Tênis Esportivo Masculino Corrida Caminhada Mizuno Fujin,599,90,59,99,,
LEILA SOARES,Kit 4 Pares Tênis Feminino Casual Flatform Sola Alta Fg390,198,10,188,44,4.6,(1556)
,Tênis Infantil Mini-pé Luzes Led Dinossauro P/meninos Leve,124,90,12,24,4.9,(51)
ASICS,Tênis Asics Gel Shogun St Masculino Corrida - Caminhada,399,90,324,12,4.8,(49)
