brand,name,old_price,old_price_cents,new_price,new_price_cents,reviews_rating_number,reviews_amount
MIZUNO,Tenis Mizuno Wave Prophecy 13 Pronta Entrega,999,90,99,,,
CONVERSE ALL STAR,Tênis Converse All Star Cano Alto Preto Ct00040002 Original,269,90,33,74,4.9,(93)
VANS,Tênis Vans Vr3 Ultrarange Marshmallow - Masculino E Feminino,399,55,179,91,4.8,(4)
,Kit Tênis Masculino Sapatênis Casual + Relogio,149,90,14,70,5.0,(2)
OLYMPIKUS,Olympikus CORRIDA Veloz 2 Masculino Adultos,208,67,34,,4.8,(356)
POLO,Sapato Feminino Tenis Ortopédico Esporão Facite Top,119,90,71,94,4.7,(98)
,Kit 2 Tênis Feminino Casual Sapatenis Branco Preto Rose Leve,129,90,12,73,4.3,(36)
,Tênis Infantil Feminino Elegante Cadarço Prata Holografico,199,90,19,60,5.0,(7)
OAKLEY,Oakley Halftrack Low 2 Masculino Adultos,489,90,48,,4.8,(115)
OLYMPIKUS,Tênis Feminino Olympikus Citrus Caminhada Dia A Dia Flexivel,240,90,144,54,4.7,(22)
,Tenis Sapatenis Masculino Sapato Way Casual Leve Barato Prom,39,90,3,91,,
UNDER ARMOUR,Tênis De Corrida Under Armour Charged Quicker Masculino,399,90,279,93,4.8,(19)
MVP FITNESS,Tênis Mvp Para Crossfit - 3x3 All Black,379,10,341,11,4.8,(169)
,Bota De Treino Unissex Rock Fit Preta - Tênis De Treino,209,90,34,98,4.9,(36)
ADIDAS,Tênis adidas Originals Superstar Slipon Fem Preto,419,29,381,28,4.9,(94)
,Tênis Feminino Polo Para Caminhada Academia Com Relogio,112,99,68,92,4.5,(475)
FILA,Tênis Fila Lugano Masculino Para Tênis Casual Original,324,99,259,99,4.9,(54)
OLYMPIKUS,Tenis Feminino Olympikus Olimpicos Para Academia Treino,229,99,183,99,4.7,(128)
PUMA,Tênis Flyer Flex Bdp,329,90,193,90,4.8,(2440)
OLYMPIKUS,Tênis Feminino Easy 2 Olympikus *oferta*,199,99,132,99,4.7,(429)
POLO JOY,Slip On Masculino Sapatênis Elástico Prático Polo Joy Básico,88,10,29,37,4.7,(68)
BEIRA RIO,Tenis Beira Rio 4205.123 Casual Ultra Conforto,68,90,64,07,4.7,(1242)
PEGADA,Sapatenis Pegada Masculino Casual Elegante Moderno Confort,249,99,199,99,4.8,(59)
,Sapatênis Masculino Forrados Original,90,,30,,,
OLYMPIKUS,Tênis Olympikus Flutua Casual Original,199,14,171,23,4.8,(198)
STESSY SHOES,Tênis Feminino Casual Brilho Branco Preto Confortável Leve,71,90,23,97,4.7,(30)
PUMA,Puma Runner City Bdp Masculino Adultos,349,90,230,93,4.7,(123)
KOLOSH,Tênis Feminino Esportivo Solado Evafit Kolosh,269,99,123,99,4.8,(146)
,Kit 2 Tenis Sapatenis Sapato Way Casual Leve Barato Black,78,90,7,73,,
BOTTERO,Tênis Couro Bottero 364905,309,90,207,63,4.7,(36)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
,Tenis Sapatenis Masculino Sapato Polo Way Casual Envio Ja ,78,90,7,73,4.6,(1190)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
SANTA LOLLA,Tênis Santa Lolla Slip On Lona Verde Eucalipto Laço Com Nota,159,90,31,98,,
,Tênis Feminino Esportivo Vorax 130574c,129,99,32,50,,
MOLECA,Tênis Feminino Moleca Casual Flat Casual,99,90,59,94,4.8,(57)
OLYMPIKUS,Olympikus 24/7 Lap Masculino Adultos 43769946,229,99,151,99,4.8,(13803)
OLYMPIKUS,Olympikus Apolis Feminino Adultos,189,99,158,68,4.7,(1310)
SANTA LOLLA,Tênis Slip On New Pele Santa Lolla,159,90,31,98,4.6,(220)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
REEBOK,Tênis Reebok Nanoflex Tr V2 Homem,599,90,359,94,4.9,(16)
,Tenis Para Academia Tenis Esportivo On Imports,129,90,54,,4.7,(824)
KOLOSH,Tênis Feminino Hades Cinza Kolosh,199,99,148,99,5.0,(54)
,Tenis Masculino Elegante Casual Urbano Atemporal Leve Atual,79,12,26,37,4.0,(1)
,Tenis Botinha Feminino Academia Barato Confortável Esba,61,98,5,,4.3,(1001)
FILA,Tênis Fila Maxximus Corrida Caminhada Antiderrapante,499,31,344,67,4.9,(21)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
FILA,Fila Recovery Masculino Adultos,289,90,28,35,4.7,(1951)
SAYMON,Kit Tênis Feminino Academia Olimp Caminhada Original 2 Pares,199,99,159,99,4.2,(17)
VIZZANO,Tenis Chunky Casual Feminino Conforto Vizzano Original,199,90,89,95,4.9,(18)
,Tênis Esportivo It Shoes Amortecedor Gel Masculino,174,90,104,94,4.6,(1131)
,Tenis  Masculino Sapatenis  Iate Casual Slip On Original,88,80,8,71,4.7,(128)
DEMOCRATA,Sapatenis Democrata Masculino Denim Grow Hi-soft Couro Macio,279,95,31,11,4.7,(64)
ABUZZE,Kit 2 Sapatênis Masculino Polo,139,90,125,91,,
SAYMON,Tênis Masculino Esportivo Academia Original Mizunxl Confort,115,40,88,85,4.6,(174)
SCHUTZ,Schutz Tênis Knit Preto,470,40,385,54,4.2,(18)
MODARE,Tenis Feminino Ortopedico Casual Massageador Esporao Modare,139,63,13,,4.7,(86)
EVOLTENN,Kit Dois Tênis Masculino Pró Academia Crossfit Caminhada New,179,90,161,91,4.3,(67)
ARTORO,Tenis Casual Masculino Moda Snaker Leve Confortável ,149,30,104,22,4.6,(428)
OLYMPIKUS,Tênis Nyx Feminino Olympikus Original Adulto Leve,399,90,199,95,,
,Sapatênis Masculino Casual Ortopedico Em Couro Palmilha Gel,127,90,12,54,4.4,(8)
OLYMPIKUS,Tênis Feminino Esportivo Day Preto Olympikus *oferta*,229,99,147,99,4.7,(206)
RAFARILLO,Tênis Rafarillo Alth 7cm +alto Casual Confortável Masculino,290,90,267,62,4.9,(15)
,Tenis Plataforma Druon Branco (+6cm De Altura),395,50,39,,4.7,(35)
ULTRABONE,Tênis Feminino Caminhada Ultrabone Leve + Relógio,99,90,74,92,4.5,(41)
FILA,Tênis Fila Racer Speedzone Homem,599,90,539,91,5.0,(14)
MODARE,Tenis Feminino Ortopedico Modare Casual Massageador Esporao,115,70,11,34,4.8,(63)
VIZZANO,Tênis Branco Feminino Casual Vizzano Sola Alta Confortável,144,44,129,99,4.7,(2068)
BOOT TRAINING BRASIL,Tênis Training Fitness Boot Original Academia Musculação Gym,289,32,254,87,4.9,(81)
BEIRA RIO,Tenis Casual Feminino Sapato Beira Rio Conforto,149,90,44,97,4.4,(158)
OLYMPIKUS,Tênis Feminino Olympikus Apolis Original Preto E Pink,205,40,189,70,4.8,(210)
OLYMPIKUS,Tênis Olympikus Bloco Masculino Treino Corrida Caminhada,259,99,181,99,,
DAKOTA,Tenis Dakota Couro Legítimo Original Plataforma Sola Alta ,269,90,33,74,4.8,(292)
BF SHOES,Tênis Academia Feminino Branco Casual Lindo Lançamento,133,22,93,25,4.8,(126)
MODARE ULTRACONFORTO,Tenis Modare Ultraconforto Promoção,106,42,10,43,4.8,(2191)
,Kit Tenis Feminino Casual Macio + Relogio Magnetico,110,90,90,93,,
MIZUNO,Mizuno Victory RSP Masculino Adultos,452,90,384,96,4.8,(70)
OLYMPIKUS,Tênis Olympikus Atmos Feminino,189,55,179,91,5.0,(5)
MOLECA,Kit Tênis Moleca Feminino 5605.463 + 3 Pares De Meias,105,50,35,17,,
,Sapatênis Masculino Sampaio Shoes Preto 100% Confortável,169,71,99,24,5.0,(1)
WILSON,Tênis Wilson Slice 3.0 P/ Jogar Tennis All Court Unissex Nfe,339,99,254,99,4.7,(58)
OLYMPIKUS,Tênis Masculino Olympikus Volcan Academia Corrida Original,249,99,174,99,4.7,(178)
OLYMPIKUS,Tênis Olympikus 43752263 Versa Numeração Especial Verde,249,12,31,,,
OLYMPIKUS,Olympikus Chroma Masculino Adultos,251,24,167,99,4.4,(25)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
HARD,Tênis Esportivo Masculino Barato Para Academia Original Novo,129,68,118,63,4.5,(1038)
,Kit 2 Tênis Feminino Olympik Casual Corrida Esportivo Oferta,299,99,179,99,,
,Kit 3 Tênis Casual Sapatenis Masculino Confort + Acessorios,169,99,34,,,
EVERLAST,Tênis Masculino Climber Pro 2.0 Crossfit Treino Original,499,99,299,99,,
FILA,Tenis Para Corrida Confortavel Mais Equilibrio Fila Original,349,99,227,49,4.6,(543)
,Sapatenis Masculino Casual De Couro Sintético Bertinazzi,149,90,130,41,4.5,(13)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
ADIDAS,Tênis Ultimashow 2.0 adidas,349,99,223,09,4.8,(377)
DEMOCRATA,Tênis Masculino Democrata Denin Jake Original 240201,279,,31,,,
RAMARIM,Tênis Branco Feminino Casual Confortável E Leve Blackfriday,289,99,144,99,4.9,(33)
REDLEY,Tenis Redley Ir 10 Originals Summer,229,90,200,01,4.7,(444)
NEW BALANCE,Tênis New Balance Feminino 411 V3 Corrida Diadia Original,299,99,257,99,5.0,(4)
LACOSTE,Tênis Lacoste Europa Pro Original Sapatênis Masculino.,499,99,349,99,4.7,(49)
VIZZANO,Tênis Feminino Vizzano Casual Sapatênis Original 1214.205,100,40,9,84,4.6,(59)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
WILSON,Tênis Wilson Slice 3.0 P/ Jogar Tênis (all Court),299,08,275,56,4.6,(54)
,Tenis Feminino Branco Leve Confortável Básico Dia A Dia,57,90,43,42,4.4,(781)
OLYMPIKUS,Tênis Casual Masculino Mood Evasense Olympikus,199,99,144,99,4.8,(1384)
VIZZANO,Tênis Casual Feminino Flatform Conforto Original,149,88,104,91,4.7,(68)
TIMBERLAND,Tênis Timberland George Trilha Adventure Couro Masculino,399,90,179,95,,
FXB,Combo Kit 3 Pares Tenis Esportivo Masculino Fxb Original Fxb,179,90,17,64,4.6,(508)
BEIRA RIO,Tenis Casual Feminino Conforto Lançamento Beira Rio,149,90,68,95,4.7,(81)
MIZUNO,Mizuno Wave Mirai 6 Masculino Adultos,529,32,418,16,4.7,(215)
,Tenis Sapatenis Masculino Polo White Envio Imediato Original,118,88,93,91,4.7,(45)
OLIMPAK,Tenis Feminino Esportivo Olimpak Para Caminhada Academia,104,89,78,66,4.5,(1590)
REDLEY,Tênis Redley Ir10 Monocromo Black Gun Originals Wae-01,219,90,197,91,4.8,(95)
ASCENSION,Tênis Esportivo Ortopédico Para Academia Treino Dia A Dia,144,90,126,06,4.5,(610)
AIR,Tênis Casual Caminhada Academia Dia-a-dia Feminino Masculino,99,80,59,88,4.6,(244)
ULTRABONE,Combo 2 Tênis Masculino Ultrabone Academia Leve + Relógio,169,90,144,41,4.6,(25)
MODARE,Tênis Modare  Slip On Feminino Ultra-conforto Gel Tech,159,99,118,39,5.0,(1)
T-SHOES,Tênis Extremecross Speed Trekking Trilha Ciclismo Corrida,174,49,153,55,4.5,(479)
STREET WALKER,Sapatenis Masculino Tênis Casual Confortável Barato Só Hoje,59,90,39,53,4.0,(235)
,Tênis Feminino Star Casual Sola Ultra Leve Conforto Original,68,90,59,25,4.4,(526)
GUGI,Slip On Feminino Sola Alta Tênis Plataforma Com Zíper Macio ,74,99,7,35,4.6,(588)
VIZZANO,Tênis Feminino Vizzano Casual Macio Confortável Moda 1214,129,95,119,55,4.7,(31)
,Tênis Feminino Academia Advanced Flutua Solado Em Eva 34ao40,189,90,75,96,4.5,(75)
ALLSTAR,Tênis All Star Cano Alto Botinha - Todos Os Tamanhos,299,79,149,89,4.5,(10)
UNDER ARMOUR,Under Armour Tribase Cross SE Masculino Adultos,687,49,447,85,4.7,(15)
BEIRA RIO,Tenis Casual Conforto Feminino Beira Rio,149,90,67,45,4.7,(117)
VILI,Tênis Feminino Olimp Vili Fusion Academia Caminhada Treino,162,88,119,96,4.4,(62)
PUMA,Puma Rbd game Low Masculino Adultos,499,90,383,99,4.8,(42)
QIX,Tênis Qix 93 Ninety Three Verde Musgo Original Retrô,237,99,23,33,4.5,(6)
,Sapatênis Casual Masculino Esporte Fino Tênis Cadarço Preto,69,99,6,86,,
OLYMPIKUS,Tênis Olympikus Dynamic Masculino Original,269,90,33,74,4.8,(25)
SAYMON,Tenis Casual Masculino E Feminino Old Original Dun Shoes,99,99,9,80,4.5,(816)
ULTRABONE,Tênis Masculino Ultrabone Caminhada Academia Black + Relógio,99,90,74,92,4.5,(44)
MODARE,Tênis Modare Ultraconforto Feminino Casual Zíper 7394.103,239,99,177,59,4.7,(11)
,Kit Tenis Feminino Casual Delicado Versatil Moda Confortavel,149,90,119,92,,
OLP,Tênis Feminino Academia Caminhada Promoção Barato Corrida,95,20,79,96,4.1,(3405)
CRSHOES,Tênis Unissex Sapatênis Casual Crshoes Lançamento 4028,105,31,35,10,4.6,(2045)
,Tênis Olymp Olimp Lançamento Space Promoção Caminhada Megaaa,74,90,24,97,4.4,(4298)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
RAINHA,Tenis De Passeio Estiloso Fácil Calçar Confortavel Macio,259,90,155,94,4.7,(107)
OLYMPIKUS,Tênis Olympikus Feminino Easy 2 Preto Branco Casual Conforto,243,94,30,49,,
,Kit Tenis Esportivo Leve Confortavel + Par De Meias Lupo,105,90,92,13,,
NEW BALANCE,Tenis New Balance 500v2 Nb Masculino Casual Mesh Original,399,95,299,90,4.6,(33)
,Sapatenis Masculino Tênis Casual Polo Vili Confortavel,105,70,77,62,4.6,(232)
,Tênis Plataforma Chunky Top Casual Moderno Branco Dourado,109,90,65,94,4.7,(296)
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
ASCENSION,Tênis Ortopédico Masculino Feminino Asc Original Calce Fácil,99,42,33,14,4.7,(276)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
MOLECA,Tênis Feminino Moleca Glamour,169,90,149,51,,
SANTA LOLLA,Tênis Feminino Santa Lolla Deserto Casual Promoção,279,80,237,83,4.5,(109)
TENNY WAY, Tenis Bota Feminina Slip On Ziper Montaria Confortavel ,49,80,4,,4.6,(827)
SOFT WORKS,Tenis Sapato Softworks Bb80 Gastronomia/cozinha/enfermagem,78,90,7,73,4.7,(34)
LORENZZO LOPEZ,Kit Academia Masculino Tênis Run Leve + Relógio Digital,97,25,32,42,,
VIZZANO,Tênis Casual Flatform Branco Vizzano Lançamento 1339.317,148,95,37,24,4.8,(11)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
ADIDAS,Tênis Ultimashow 2.0 adidas,349,99,223,09,4.8,(377)
,Tênis Esportivo On Shoes Masculino/feminino ,119,90,62,34,4.7,(5402)
SM,Kit 2 Tênis Masculino Sapatênis Casual Sapato Confort Barato,29,90,2,93,,
,Kit Tenis Feminino Academia + Relógio Digital Led + Meia,179,90,104,90,4.5,(3592)
DEMOCRATA,Tenis Democrata Denim Brad Ultra Light Cloudy Masculino,357,90,35,79,5.0,(7)
WAYKE,Tenis Feminino Casual Tons Neutros Retrô Clássico Original,79,90,47,99,4.7,(7)
,Tênis Masculino Olympikus Proof 3 Preto Confortável Original,230,50,195,58,,
D3,Tênis Masculino Creto 2.0 Várias Cores Do 38 Ao 43,76,90,7,54,,
STAR FOX,Kit 3 Pares De Sapatenis Masculino De Elastico Confortavel,204,90,179,91,4.5,(7116)
OAKLEY,Tênis Masculino Flak 365 Ii Solado Tratorado Oakley,749,90,329,90,4.8,(318)
OLYMPIKUS,Tênis Olympikus Purpura Feminino Corrida Treino Caminhada,259,99,181,99,,
OLYMPIKUS,Olympikus Marte Masculino Adultos,199,99,33,33,,
VIA MARTE,Tênis Feminino Meia Via Marte Knit Slip On - Original ,209,99,140,69,4.8,(280)
MOLEKINHO,Tênis Infantil Molekinho Menino Escolar Leve Preto 2838206,109,90,10,77,4.9,(804)
OLYMPIKUS,Tênis Feminino E Masculino Jogging 100 Olympikus *oferta*,229,99,127,99,4.7,(1122)
MODARE,Tênis Sapato Ortopédico Modare Slipper Confortável,139,90,118,91,4.8,(50)
MOLECA,Tenis Feminino Moleca Lycra,144,90,130,41,,
ABUZZE,Sapatênis Casual Masculino Abuzze Street Estilo Conforto,129,90,119,50,,
,Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio,135,90,33,98,4.6,(268)
ADIDAS,Tênis Masculino Casual Barreda adidas,383,18,38,32,,
FXB,Kit 2 Pares Tênis Feminino Fxb Esportivo Academia Macio 5:15,129,99,12,74,4.5,(282)
,Tenis Polo Running Caminhada Masculino  Academia Super Leve,99,98,89,90,4.7,(111)
UNDER ARMOUR,Under Armour Pacer Masculino Adultos,449,99,226,92,4.7,(1642)
,Tenis Feminino Academia Barato Caminhada Corrida Esportivo,69,90,38,44,4.5,(984)
KOLOSH,Tênis Kolosh Feminino Abotinado Palmilha Gel Cano Alto,197,90,188,43,4.9,(129)
PUMA,Tênis Masculino X-ray 2 Square Puma,499,90,321,99,4.8,(185)
,Tênis Feminino Meia Sem Cadarço Preto Leve Barato Promoção,59,90,49,71,4.8,(85)
QIX INTERNATIONAL,Tênis Qix Trek  Sneaker Robusto Refletivo - Branco+bege,420,54,40,,,
QIX,Tênis Qix Skate Retrô 90s Mg Preto Branco,304,99,29,82,4.9,(145)
OLYMPIKUS,Tênis Olympikus Beats Masculino Esportivo,299,99,254,99,4.8,(28)
VILI,Tênis Esportivo Feminino Vili All Journey Academia Caminhada,115,31,105,83,4.6,(403)
KOLOSH,Tenis Feminino Casual Kolosh Macio Confortável Calce Fácil,199,99,187,99,4.8,(1043)
FERRICELLI,Tênis Masculino Ferricelli Knit Etron,359,99,251,99,4.7,(106)
OLDSEN,Tenis Masculino Infantil Jaguar De Corrida Academia 34-43,78,90,63,12,4.6,(791)
,Tênis Feminino Casual Monocolor Moda Conforto E Estilo,133,25,113,26,,
,Tênis Masculino Form's Confortável Sintético + Óculos Kit,89,99,30,,,
ASICS,"Tênis Asics Gel Nimbus 26 Masculino Verde Corrida, Caminhada",1.199,92,887,79,5.0,(2)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
,Tenis Sapatenis Masculino Sapato Polo Way Casual Envio Ja ,78,90,7,73,4.6,(1190)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
UNDER ARMOUR,Tênis Under Armour Charged Great Corrida Leve Confortável,324,99,193,99,4.9,(398)
,"Sapatênis , Leve De  Zíper Super Conforto Pratico",91,90,9,01,4.6,(118)
,Kit 2 Pares Tênis Off Star Casual Feminino Conection Full,126,35,12,,4.3,(1873)
,Kit Tênis Masculino Form's Confortável Sintético + Carteira,89,99,30,,,
DEMOCRATA,Sapatenis Democrata Masculino Denim Block Couro Original,299,95,33,33,4.5,(117)
VIA MARTE,Tênis Feminino Via Marte Street Casual 126006,202,99,33,83,,
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
PEGADA,Sapatênis Pegada Masculino Casual Calce Fácil Couro Nobuck,289,90,260,91,5.0,(4)
PUMA,Puma Carina BDP Feminino Adultos,399,90,39,,4.9,(114)
OLDSEN,Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,78,90,7,73,4.6,(1129)
OLYMPIKUS,Tênis De Corrida Olympikus Challenger 5 Macio Leve Feminino,299,99,33,33,,
UNDER ARMOUR,Tênis Under Armour Masculino Hit Se Original,549,98,311,41,4.6,(11)
VIZZANO,Tenis Vizzano Branco Feminino Casual Recortes Macio,159,95,129,90,4.7,(89)
,Tênis Masculino Social Urbano Anatômico Elegante Confort,189,90,93,05,4.8,(33)
MORMAII,Tênis Mormaii Sint Urban Free 02 Casual Confortável Urbano,199,90,159,92,4.7,(27)
,Sapatilha Neoprene Aquatica Tenis Hibrido Versátil Top Cb313,75,90,57,68,4.6,(3358)
ADIDAS,adidas Break Start Masculino Adultos,349,99,329,99,4.8,(656)
ADIDAS,Tênis Ultimashow 2.0 adidas,349,99,223,09,4.8,(377)
,Kit 2 Tênis Masculino Sapat Couro + Relógio Analógico Brinde,219,90,21,56,,
OLDSEN,Tenis Corrida Casual Insanity Leve Confortável Macio 34-43,78,90,59,96,4.4,(432)
DEMOCRATA,Sapatênis Democrata Block 240501,299,90,185,93,4.9,(34)
UNDER ARMOUR,Tenis Under Armour Tribase Reps 2 Crossfit Masculino Unissex,449,90,409,40,4.8,(4)
FILA,Tenis Masculino Fila Float Verve Tennis Sanat Sports,599,90,257,95,4.7,(21)
,Tenis Sapatenis Masculino Azul Leve Casual Macio Confortavel,67,85,22,62,,
SW,Kit Tênis Masculino + Fone + Relógio Inteligente Celular,159,80,31,,,
ADIDAS,Tênis adidas Vs Pace Masculino Black,329,68,302,60,4.9,(19)
CONVERSE,Tenis Converse All Star Branco Ct04480001 Couro Original,389,80,38,98,4.7,(155)
TSTAR,Tênis All Flatform Star Cano Baixo Plataforma Feminino,299,90,33,32,,
SOFT WORKS,Sapato Softworks Bb65 Cozinha Hospital Enfermagem Antiderrap,78,99,7,74,4.8,(215)
,"Combo 3 Pares Sapatênis , Leve De  Zíper Super Conforto",259,90,199,90,4.6,(2128)
FXB,Kit 2 Pares Sapatenis Masculino Fxb Conforto Macio Tênis 940,169,90,159,70,4.3,(83)
,Kit 2 Pares Do Tênis Masculino Polo Way Envio Em 24hr Lindos,227,65,198,05,4.4,(383)
,Sapatilha Aquática Tênis Híbrido Praia Antiderrapante Bm372,78,49,54,94,4.7,(465)
RAYCONN,Tenis 4 Molas Masculino Corrida Caminhada Running Original,186,95,164,51,4.5,(147)
REDLEY,Tênis Originals Redley Masculino Feminino Pronta Entrega,209,90,188,91,4.8,(287)
HERTZ,Tênis Sapatilha Ortopédica Feminina Calce Fácil Sem Cadarço,100,61,60,37,4.5,(272)
ABUZZE,Tênis Casual Masculino Abuzze Zz,99,90,33,30,,
CONVERSE,Tênis All Star Cano Alto 25/43 Botinha - Infantil E Adulto,147,99,14,51,4.6,(205)
KLIN,Tênis Klin Infantil Freestyle 260029,139,98,13,72,4.8,(53)
OLYMPIKUS,Olympikus Casual Noventa Masculino Adultos,279,99,129,99,4.7,(1203)
POLO PLUS,Sapatenis Masculino Polo Plus Confortavel Ideal Dia A Dia,79,99,7,84,4.5,(11)
ATRIA CONFORT,Kit2 Pares Sapatênis Casual Elástico + Carteira Porta Cartão,159,70,15,66,4.3,(48)
,Sapatênis Masculino Sampaio Shoes Couro Zíper Confortavel,169,90,84,95,4.8,(19)
,Tenis Feminino Casual Strass Nyc Shoes Moda,74,90,24,97,5.0,(8)
VIZZANO,Tênis Vizzano Feminino Casual Plataforma Leve Ultra Conforto,201,73,119,90,4.8,(845)
,Kit Tênis Masculino Treino Esporte Óculos Relógio Caminhada,109,90,36,63,,
,Tenis Polo Masculino Sapatenis Casual Lonado Leve ,119,99,107,99,4.7,(236)
OLYMPIKUS,Tênis Olympikus Feminino Flutua Preto Casual Conforto,199,99,19,61,,
WILSON,Tênis Wilson K Padel 3.0,369,48,339,95,4.7,(15)
,Tênis Basquete Academia Cano Alto Alks 50% Off,139,90,34,98,4.8,(141)
OLYMPIKUS,Tênis Olympikus Veloz 2 Feminino Preto Original,219,90,31,41,4.8,(52)
,"Kit 2 Pares Sapatênis , Leve De  Zíper Super Conforto",169,90,33,98,4.6,(377)
POLO BLU,Kit 2 Sapatilhas Mocassim Masculino Couro Legítimo Antistres,118,99,11,66,4.4,(140)
LACOSTE,Tênis Sapatênis Lacoste Europa Original Envio Imediato,399,99,299,99,5.0,(57)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
